"DLL Page Link","Record title","Alternative Title","Work Authority","Work Abbreviated","Has Part","Part Of","References","Creator","Attributed to","Dubious/Spurious Attribution","DLL Identifier","PHI Number","Stoa Number","CTS URN"
"https://catalog.digitallatin.org/dll-work/W2236","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2236","","stoa0040.stoa064a","urn:cts:latinLit:stoa0040.stoa064a"
"https://catalog.digitallatin.org/dll-work/W2235","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2235","","",""
"https://catalog.digitallatin.org/dll-work/W2232","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2232","","stoa0040.stoa069","urn:cts:latinLit:stoa0040.stoa069"
"https://catalog.digitallatin.org/dll-work/W2270","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2270","","stoa0040.stoa071","urn:cts:latinLit:stoa0040.stoa071"
"https://catalog.digitallatin.org/dll-work/W2265","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2265","","stoa0040.stoa056b","urn:cts:latinLit:stoa0040.stoa056b"
"https://catalog.digitallatin.org/dll-work/W2275","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2275","","stoa0040.stoa057","urn:cts:latinLit:stoa0040.stoa057"
"https://catalog.digitallatin.org/dll-work/W2254","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2254","","stoa0040.stoa057a","urn:cts:latinLit:stoa0040.stoa057a"
"https://catalog.digitallatin.org/dll-work/W2239","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2239","","stoa0040.stoa059","urn:cts:latinLit:stoa0040.stoa059"
"https://catalog.digitallatin.org/dll-work/W2262","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2262","","stoa0040.stoa060","urn:cts:latinLit:stoa0040.stoa060"
"https://catalog.digitallatin.org/dll-work/W2272","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2272","","stoa0040.stoa061","urn:cts:latinLit:stoa0040.stoa061"
"https://catalog.digitallatin.org/dll-work/W2251","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2251","","stoa0040.stoa062","urn:cts:latinLit:stoa0040.stoa062"
"https://catalog.digitallatin.org/dll-work/W2260","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2260","","stoa0040.stoa008a","urn:cts:latinLit:stoa0040.stoa008a"
"https://catalog.digitallatin.org/dll-work/W2243","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2243","","stoa0040.stoa065","urn:cts:latinLit:stoa0040.stoa065"
"https://catalog.digitallatin.org/dll-work/W2269","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2269","","stoa0040.stoa063","urn:cts:latinLit:stoa0040.stoa063"
"https://catalog.digitallatin.org/dll-work/W2258","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2258","","stoa0040.stoa064","urn:cts:latinLit:stoa0040.stoa064"
"https://catalog.digitallatin.org/dll-work/W2242","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2242","","stoa0040.stoa066","urn:cts:latinLit:stoa0040.stoa066"
"https://catalog.digitallatin.org/dll-work/W2267","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2267","","stoa0040.stoa010","urn:cts:latinLit:stoa0040.stoa010"
"https://catalog.digitallatin.org/dll-work/W2277","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2277","","stoa0040.stoa011","urn:cts:latinLit:stoa0040.stoa011"
"https://catalog.digitallatin.org/dll-work/W2256","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2256","","stoa0040.stoa011a","urn:cts:latinLit:stoa0040.stoa011a"
"https://catalog.digitallatin.org/dll-work/W2240","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2240","","stoa0040.stoa066b","urn:cts:latinLit:stoa0040.stoa066b"
"https://catalog.digitallatin.org/dll-work/W2264","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2264","","stoa0040.stoa066a","urn:cts:latinLit:stoa0040.stoa066a"
"https://catalog.digitallatin.org/dll-work/W2273","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2273","","stoa0040.stoa066c","urn:cts:latinLit:stoa0040.stoa066c"
"https://catalog.digitallatin.org/dll-work/W2252","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2252","","stoa0040.stoa068","urn:cts:latinLit:stoa0040.stoa068"
"https://catalog.digitallatin.org/dll-work/W2238","","","PHI","","","","","Augustine, of Hippo, Saint, 354-430","","","W2238","phi2468.001","","urn:cts:latinLit:phi2468.phi001"
"https://catalog.digitallatin.org/dll-work/W2244","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2244","","stoa0040.stoa070","urn:cts:latinLit:stoa0040.stoa070"
"https://catalog.digitallatin.org/dll-work/W2241","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2241","","stoa0040.stoa056","urn:cts:latinLit:stoa0040.stoa056"
"https://catalog.digitallatin.org/dll-work/W5020","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5020","","stoa0040.stoa053","urn:cts:latinLit:stoa0040.stoa053"
"https://catalog.digitallatin.org/dll-work/W5026","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5026","","stoa0040.stoa044","urn:cts:latinLit:stoa0040.stoa044"
"https://catalog.digitallatin.org/dll-work/W5023","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5023","","stoa0040.stoa049","urn:cts:latinLit:stoa0040.stoa049"
"https://catalog.digitallatin.org/dll-work/W5024","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5024","","stoa0040.stoa055","urn:cts:latinLit:stoa0040.stoa055"
"https://catalog.digitallatin.org/dll-work/W2222","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2222","","stoa0040.stoa047","urn:cts:latinLit:stoa0040.stoa047"
"https://catalog.digitallatin.org/dll-work/W5022","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5022","","",""
"https://catalog.digitallatin.org/dll-work/W5019","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5019","","stoa0040.stoa013","urn:cts:latinLit:stoa0040.stoa013"
"https://catalog.digitallatin.org/dll-work/W5025","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W5025","","stoa0040.stoa075","urn:cts:latinLit:stoa0040.stoa075"
"https://catalog.digitallatin.org/dll-work/W5052","","","Perseus Catalog","","","","","Aurelianus, of Arles","","","W5052","","stoa0041d.stoa002","urn:cts:latinLit:stoa0041d.stoa002"
"https://catalog.digitallatin.org/dll-work/W5150","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5150","","stoa0022.stoa021","urn:cts:latinLit:stoa0022.stoa021"
"https://catalog.digitallatin.org/dll-work/W5157","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5157","","stoa0022.stoa001","urn:cts:latinLit:stoa0022.stoa001"
"https://catalog.digitallatin.org/dll-work/W5148","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5148","","stoa0022.stoa034","urn:cts:latinLit:stoa0022.stoa034"
"https://catalog.digitallatin.org/dll-work/W5155","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5155","","stoa0022.stoa030","urn:cts:latinLit:stoa0022.stoa030"
"https://catalog.digitallatin.org/dll-work/W5164","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5164","","stoa0022.stoa033","urn:cts:latinLit:stoa0022.stoa033"
"https://catalog.digitallatin.org/dll-work/W5153","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5153","","stoa0022.stoa003","urn:cts:latinLit:stoa0022.stoa003"
"https://catalog.digitallatin.org/dll-work/W5159","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5159","","stoa0022.stoa014","urn:cts:latinLit:stoa0022.stoa014"
"https://catalog.digitallatin.org/dll-work/W5160","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5160","","stoa0022.stoa038","urn:cts:latinLit:stoa0022.stoa038"
"https://catalog.digitallatin.org/dll-work/W2746","","","PHI","","","","","Celsus, Aulus Cornelius","","","W2746","phi0836.001","","urn:cts:latinLit:phi0836.phi001"
"https://catalog.digitallatin.org/dll-work/W2731","","","PHI","","","","","Celsus, Aulus Cornelius","","","W2731","phi0836.003","","urn:cts:latinLit:phi0836.phi003"
"https://catalog.digitallatin.org/dll-work/W2212","","Regula ad Servos Dei","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2212","","stoa0040.stoa012","urn:cts:latinLit:stoa0040.stoa012"
"https://catalog.digitallatin.org/dll-work/W2221","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2221","","stoa0040.stoa077","urn:cts:latinLit:stoa0040.stoa077"
"https://catalog.digitallatin.org/dll-work/W2218","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2218","","",""
"https://catalog.digitallatin.org/dll-work/W2125","","","Perseus Catalog","","Sermones Suppositi. Classis I. De Vetero Et Novo Testamento;Sermones Suppositi. Classis II. De Tempore;Sermones Suppositi. Classis III. De Sanctis;Sermones Suppositi. Classis IIII. De Diversis","","","Augustine, of Hippo, Saint, 354-430","","","W2125","","stoa0040a.stoa001","urn:cts:latinLit:stoa0040a.stoa001"
"https://catalog.digitallatin.org/dll-work/W2217","","","Perseus Catalog","","","Sermones Suppositi","","Augustine, of Hippo, Saint, 354-430","","","W2217","","stoa0040a.stoa001a","urn:cts:latinLit:stoa0040a.stoa001a"
"https://catalog.digitallatin.org/dll-work/W2214","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2214","","stoa0040.stoa080","urn:cts:latinLit:stoa0040.stoa080"
"https://catalog.digitallatin.org/dll-work/W2223","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2223","","",""
"https://catalog.digitallatin.org/dll-work/W5391","","","Perseus Catalog","","","","","Aurelianus, of Arles","","","W5391","","stoa0041d.stoa001","urn:cts:latinLit:stoa0041d.stoa001"
"https://catalog.digitallatin.org/dll-work/W558","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W558","","stoa0022.stoa029","urn:cts:latinLit:stoa0022.stoa029"
"https://catalog.digitallatin.org/dll-work/W556","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W556","","stoa0022.stoa032","urn:cts:latinLit:stoa0022.stoa032"
"https://catalog.digitallatin.org/dll-work/W537","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W537","","",""
"https://catalog.digitallatin.org/dll-work/W575","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W575","","stoa0022.stoa018","urn:cts:latinLit:stoa0022.stoa018"
"https://catalog.digitallatin.org/dll-work/W542","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W542","","stoa0022.stoa020","urn:cts:latinLit:stoa0022.stoa020"
"https://catalog.digitallatin.org/dll-work/W573","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W573","","stoa0022.stoa002","urn:cts:latinLit:stoa0022.stoa002"
"https://catalog.digitallatin.org/dll-work/W540","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W540","","stoa0022.stoa025","urn:cts:latinLit:stoa0022.stoa025"
"https://catalog.digitallatin.org/dll-work/W571","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W571","","stoa0022.stoa031","urn:cts:latinLit:stoa0022.stoa031"
"https://catalog.digitallatin.org/dll-work/W576","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W576","","stoa0022.stoa039","urn:cts:latinLit:stoa0022.stoa039"
"https://catalog.digitallatin.org/dll-work/W544","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W544","","stoa0022.stoa041","urn:cts:latinLit:stoa0022.stoa041"
"https://catalog.digitallatin.org/dll-work/W563","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W563","","stoa0022.stoa015","urn:cts:latinLit:stoa0022.stoa015"
"https://catalog.digitallatin.org/dll-work/W564","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W564","","stoa0022.stoa040","urn:cts:latinLit:stoa0022.stoa040"
"https://catalog.digitallatin.org/dll-work/W1794","","","Perseus Catalog","","","","","Aurelianus, of Arles","","","W1794","","stoa0041d.stoa003","urn:cts:latinLit:stoa0041d.stoa003"
"https://catalog.digitallatin.org/dll-work/W2227","","","Perseus Catalog","","","Sermones Suppositi","","Augustine, of Hippo, Saint, 354-430","","","W2227","","stoa0040a.stoa001b","urn:cts:latinLit:stoa0040a.stoa001b"
"https://catalog.digitallatin.org/dll-work/W2182","","","Perseus Catalog","","","Sermones Suppositi","","Augustine, of Hippo, Saint, 354-430","","","W2182","","stoa0040a.stoa001c","urn:cts:latinLit:stoa0040a.stoa001c"
"https://catalog.digitallatin.org/dll-work/W5027","","","Perseus Catalog","","","Sermones Suppositi","","Augustine, of Hippo, Saint, 354-430","","","W5027","","stoa0040a.stoa001d","urn:cts:latinLit:stoa0040a.stoa001d"
"https://catalog.digitallatin.org/dll-work/W2204","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2204","","stoa0040.stoa074","urn:cts:latinLit:stoa0040.stoa074"
"https://catalog.digitallatin.org/dll-work/W2209","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2209","","",""
"https://catalog.digitallatin.org/dll-work/W2179","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2179","","stoa0040.stoa073","urn:cts:latinLit:stoa0040.stoa073"
"https://catalog.digitallatin.org/dll-work/W2174","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2174","","stoa0040.stoa077c","urn:cts:latinLit:stoa0040.stoa077c"
"https://catalog.digitallatin.org/dll-work/W2171","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2171","","stoa0040.stoa025a","urn:cts:latinLit:stoa0040.stoa025a"
"https://catalog.digitallatin.org/dll-work/W2176","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2176","","",""
"https://catalog.digitallatin.org/dll-work/W2225","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2225","","stoa0040.stoa072","urn:cts:latinLit:stoa0040.stoa072"
"https://catalog.digitallatin.org/dll-work/W2201","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2201","","",""
"https://catalog.digitallatin.org/dll-work/W2200","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2200","","",""
"https://catalog.digitallatin.org/dll-work/W2206","","","LLT-A","","","","","Augustine, of Hippo, Saint, 354-430","","","W2206","","stoa0040.stoa079","urn:cts:latinLit:stoa0040.stoa079"
"https://catalog.digitallatin.org/dll-work/W2724","","","PHI","","","","","Celsus, Aulus Cornelius","","","W2724","phi0836.002","stoa0082.stoa001","urn:cts:latinLit:phi0836.phi002"
"https://catalog.digitallatin.org/dll-work/W2735","","","PHI","","","","","Gellius, Aulus","","","W2735","phi1254.001","stoa0134.stoa001","urn:cts:latinLit:phi1254.phi001"
"https://catalog.digitallatin.org/dll-work/W1838","","","MGH","","","","","Avitus, Saint, Bishop of Vienne","","","W1838","","stoa0047a.stoa001","urn:cts:latinLit:stoa0047a.stoa001"
"https://catalog.digitallatin.org/dll-work/W1848","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1848","","stoa0047a.stoa009","urn:cts:latinLit:stoa0047a.stoa009"
"https://catalog.digitallatin.org/dll-work/W1837","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1837","","stoa0047a.stoa011","urn:cts:latinLit:stoa0047a.stoa011"
"https://catalog.digitallatin.org/dll-work/W1843","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1843","","stoa0047a.stoa018","urn:cts:latinLit:stoa0047a.stoa018"
"https://catalog.digitallatin.org/dll-work/W1845","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1845","","stoa0047a.stoa013","urn:cts:latinLit:stoa0047a.stoa013"
"https://catalog.digitallatin.org/dll-work/W1826","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1826","","stoa0047a.stoa016","urn:cts:latinLit:stoa0047a.stoa016"
"https://catalog.digitallatin.org/dll-work/W1834","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1834","","stoa0047a.stoa017","urn:cts:latinLit:stoa0047a.stoa017"
"https://catalog.digitallatin.org/dll-work/W1840","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W1840","","stoa0047a.stoa008","urn:cts:latinLit:stoa0047a.stoa008"
"https://catalog.digitallatin.org/dll-work/W5151","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5151","","stoa0022.stoa004","urn:cts:latinLit:stoa0022.stoa004"
"https://catalog.digitallatin.org/dll-work/W5149","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5149","","stoa0022.stoa006","urn:cts:latinLit:stoa0022.stoa006"
"https://catalog.digitallatin.org/dll-work/W5158","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5158","","stoa0022.stoa005","urn:cts:latinLit:stoa0022.stoa005"
"https://catalog.digitallatin.org/dll-work/W5156","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5156","","stoa0022.stoa044","urn:cts:latinLit:stoa0022.stoa044"
"https://catalog.digitallatin.org/dll-work/W5165","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5165","","",""
"https://catalog.digitallatin.org/dll-work/W5154","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5154","","stoa0022.stoa009","urn:cts:latinLit:stoa0022.stoa009"
"https://catalog.digitallatin.org/dll-work/W5152","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5152","","stoa0022.stoa048","urn:cts:latinLit:stoa0022.stoa048"
"https://catalog.digitallatin.org/dll-work/W5161","","","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W5161","","stoa0022.stoa009a","urn:cts:latinLit:stoa0022.stoa009a"
"https://catalog.digitallatin.org/dll-work/W565","","Hexaemeron","LLT-A","","","","","Ambrose, Saint, Bishop of Milan","","","W565","","stoa0022.stoa054","urn:cts:latinLit:stoa0022.stoa054"
"https://catalog.digitallatin.org/dll-work/W5278","","","Perseus Catalog","","","","","Avitus, Saint, Bishop of Vienne","","","W5278","","stoa0047a.stoa004a","urn:cts:latinLit:stoa0047a.stoa004a"
