Author,Title,DLL Identifier,DLL Page Link
"Ambrose, Saint, Bishop of Milan",Exorcismus,W529,https://catalog.digitallatin.org/dll-work/W529
"Ambrose, Saint, Bishop of Milan",Explanatio psalmorum XII,W5152,https://catalog.digitallatin.org/dll-work/W5152
"Ambrose, Saint, Bishop of Milan",Explanatio symboli,W539,https://catalog.digitallatin.org/dll-work/W539
"Ambrose, Saint, Bishop of Milan",Expositio euangelii secundum Lucam,W567,https://catalog.digitallatin.org/dll-work/W567
"Ambrose, Saint, Bishop of Milan",Expositio in septem visiones libri Apocalypsis,W535,https://catalog.digitallatin.org/dll-work/W535
"Ambrose, Saint, Bishop of Milan",Expositio psalmi CXVIII,W569,https://catalog.digitallatin.org/dll-work/W569
"Ambrose, Saint, Bishop of Milan",Historia de excidio Hierosolymitanae urbis Anacephalaeosis (dub.),W547,https://catalog.digitallatin.org/dll-work/W547
"Ambrose, Saint, Bishop of Milan",Hymni,W570,https://catalog.digitallatin.org/dll-work/W570
"Ambrose, Saint, Bishop of Milan",Hymni Sancti Ambrosio attributi (dub.),W554,https://catalog.digitallatin.org/dll-work/W554
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli (Ad Romanos--Ad Corinthios Primam--Ad Corinthios Secundam-- Ad Galatas--Ad Ephesios--Ad Philippenses -- Ad Colossenses--Ad Thessalonices--Ad Timotheum --Ad Titum -- Ad Philemonem),W512,https://catalog.digitallatin.org/dll-work/W512
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Colossenses,W519,https://catalog.digitallatin.org/dll-work/W519
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Corinthios Primam,W493,https://catalog.digitallatin.org/dll-work/W493
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Corinthios Secundam,W526,https://catalog.digitallatin.org/dll-work/W526
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Ephesios,W534,https://catalog.digitallatin.org/dll-work/W534
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Galatas,W509,https://catalog.digitallatin.org/dll-work/W509
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Philemonem,W516,https://catalog.digitallatin.org/dll-work/W516
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Philippenses,W490,https://catalog.digitallatin.org/dll-work/W490
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Romanos,W552,https://catalog.digitallatin.org/dll-work/W552
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Thessalonicenses Primam,W530,https://catalog.digitallatin.org/dll-work/W530
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Thessalonicenses Secundam,W566,https://catalog.digitallatin.org/dll-work/W566
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Timotheum Primam,W546,https://catalog.digitallatin.org/dll-work/W546
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Timotheum Secundam,W548,https://catalog.digitallatin.org/dll-work/W548
"Ambrose, Saint, Bishop of Milan",In Epistolam Beati Pauli Ad Titum,W5162,https://catalog.digitallatin.org/dll-work/W5162
"Ambrose, Saint, Bishop of Milan",Liber de vitiorum virtutum conflictu,W5163,https://catalog.digitallatin.org/dll-work/W5163
"Ambrose, Saint, Bishop of Milan",Philosophorum breves Epistolae,W577,https://catalog.digitallatin.org/dll-work/W577
"Ambrose, Saint, Bishop of Milan",Precationes duae ante Missam,W511,https://catalog.digitallatin.org/dll-work/W511
"Ambrose, Saint, Bishop of Milan",Sermones S. Ambrosio ascripti,W484,https://catalog.digitallatin.org/dll-work/W484
"Ambrose, Saint, Bishop of Milan",Sermones tres,W491,https://catalog.digitallatin.org/dll-work/W491
Ambrosiaster,Commentarius in Pauli epistulam ad Romanos,W3650,https://catalog.digitallatin.org/dll-work/W3650
Ambrosiaster,"Commentarius in Pauli epistulas ad Galatas, ad Ephesios, ad Philippenses, ad Colossenses, ad Thessalonicenses, ad Timotheum, ad Titium, ad Philemonem",W3654,https://catalog.digitallatin.org/dll-work/W3654
Ambrosiaster,Quaestiones Veteris et Novi testamenti,W3680,https://catalog.digitallatin.org/dll-work/W3680
Ambrosius Autpertus,Expositio in Apocalypsin,W2014,https://catalog.digitallatin.org/dll-work/W2014
Ambrosius Autpertus,Homilia de transfiguratione Domini,W2047,https://catalog.digitallatin.org/dll-work/W2047
Ambrosius Autpertus,Libellus de conflictu uitiorum atque uirtutum,W2054,https://catalog.digitallatin.org/dll-work/W2054
Ambrosius Autpertus,Oratio contra septem uitia,W2000,https://catalog.digitallatin.org/dll-work/W2000
Ambrosius Autpertus,Sermo de assumptione sanctae Mariae,W2005,https://catalog.digitallatin.org/dll-work/W2005
Ambrosius Autpertus,Sermo de cupiditate,W2011,https://catalog.digitallatin.org/dll-work/W2011
Ambrosius Autpertus,Sermo in purificatione sanctae Mariae,W2045,https://catalog.digitallatin.org/dll-work/W2045
Ambrosius Autpertus,"Vita sanctorum patrum Paldonis, Tatonis et Tasonis",W2050,https://catalog.digitallatin.org/dll-work/W2050
Ammianus Marcellinus,Rerum gestarum libri qui supersunt,W3912,https://catalog.digitallatin.org/dll-work/W3912
Amoenus,Aegyptius Deum Martini Invocans. Tempestatis Periculum Effugit,W3691,https://catalog.digitallatin.org/dll-work/W3691
Amoenus,Enchiridion Veteris Et Novi Testamenti,W3668,https://catalog.digitallatin.org/dll-work/W3668
Amoenus,In Leontium Episcopum Redditum Burdegalensi Ecclesiae Acrostichis,W3652,https://catalog.digitallatin.org/dll-work/W3652
"Ampelius, Lucius",Liber Memorialis,W2486,https://catalog.digitallatin.org/dll-work/W2486
"Amphilochius, Saint, Bishop of Iconium",Vita Sancti Basili,W2085,https://catalog.digitallatin.org/dll-work/W2085
"Ampius Balbus, Titus 1st century?",Fragmenta,W3303,https://catalog.digitallatin.org/dll-work/W3303
"Anaritius, -approximately 922",In Decem Libros Priores Elementorum Euclides Commentari,W5039,https://catalog.digitallatin.org/dll-work/W5039
"Anastasius I, Pope",Epistola Anastasii Romanae Urbis Episcopi Ad Joannem Hierosolymorum Episcopum,W1987,https://catalog.digitallatin.org/dll-work/W1987
"Anastasius I, Pope",Epistolae duae Anastasio Perperam attributae,W1992,https://catalog.digitallatin.org/dll-work/W1992
"Anastasius I, Pope",Epistolae et Decreta,W1955,https://catalog.digitallatin.org/dll-work/W1955
"Anastasius, the Librarian","Anastasii Ad Landuleum Epistola, De Scriptura (translationis Stephenis Martyris)",W175,https://catalog.digitallatin.org/dll-work/W175
"Anastasius, the Librarian",Epistolae sive praefationes,W189,https://catalog.digitallatin.org/dll-work/W189
"Andreas, Capellanus",De amore,W3402,https://catalog.digitallatin.org/dll-work/W3402
"Andreas, de Sancto Victore, approximately 1110-1175",De concordia annorum regum Israel et Iuda,W5106,https://catalog.digitallatin.org/dll-work/W5106
"Andreas, de Sancto Victore, approximately 1110-1175",Expositio historica in librum Regum,W1249,https://catalog.digitallatin.org/dll-work/W1249
"Andreas, de Sancto Victore, approximately 1110-1175",Expositio super Danielem,W1227,https://catalog.digitallatin.org/dll-work/W1227
"Andreas, de Sancto Victore, approximately 1110-1175",Expositio super heptateuchum,W1258,https://catalog.digitallatin.org/dll-work/W1258
"Andreas, de Sancto Victore, approximately 1110-1175",Expositiones historicae in libros Salomonis,W5100,https://catalog.digitallatin.org/dll-work/W5100
"Andreas, de Sancto Victore, approximately 1110-1175","Opusculum quod incipit 'His regnantibus, hi nominati leguntur fuisse prophetae’",W5104,https://catalog.digitallatin.org/dll-work/W5104
"Andreas, de Sancto Victore, approximately 1110-1175",Super duodecim prophetas,W1248,https://catalog.digitallatin.org/dll-work/W1248
"Andrew, of Crete, Saint",Sermones in natalicium et dormitionem sanctae Mariae uirginis in latinum translati,W5074,https://catalog.digitallatin.org/dll-work/W5074
"Andrew, of Fleury",Miracula Sancti Benedicti,W2535,https://catalog.digitallatin.org/dll-work/W2535
"Andronicus, Livius",Odyssia,W2500,https://catalog.digitallatin.org/dll-work/W2500
"Andronicus, Livius",Palliatae,W2505,https://catalog.digitallatin.org/dll-work/W2505
"Andronicus, Livius",Tragoediae,W2451,https://catalog.digitallatin.org/dll-work/W2451
"Angela, of Foligno, 1248?-1309",Instructiones,W5361,https://catalog.digitallatin.org/dll-work/W5361
"Angela, of Foligno, 1248?-1309",Memoriale,W4305,https://catalog.digitallatin.org/dll-work/W4305
"Angilbert, Abbot of Saint-Riquier, approximately 745-814",Libellus de ecclesia Centulensi,W1828,https://catalog.digitallatin.org/dll-work/W1828
"Angilbert, Abbot of Saint-Riquier, approximately 745-814",Versus,W1870,https://catalog.digitallatin.org/dll-work/W1870
"Angilbert, Abbot of Saint-Riquier, approximately 745-814",Versus de pugna Fontanetica,W1872,https://catalog.digitallatin.org/dll-work/W1872
Annianus,Carmina,W3484,https://catalog.digitallatin.org/dll-work/W3484
"Annius Luscus, T., active 156 B.C.-133 B.C.",Oratio,W1362,https://catalog.digitallatin.org/dll-work/W1362
"Anselm II, Saint, Bishop of Lucca",Contra Wicbertum et sequaces eius,W5276,https://catalog.digitallatin.org/dll-work/W5276
"Anselm II, Saint, Bishop of Lucca",Liber contra eos qui dicunt regali potestati Christi ecclesiam subiacere,W1673,https://catalog.digitallatin.org/dll-work/W1673
"Anselm, of Laon, -1117",Glossae super Iohannem,W673,https://catalog.digitallatin.org/dll-work/W673
"Anselm, of Liège",Epistula ad Annonem episcopum Coloniensem,W344,https://catalog.digitallatin.org/dll-work/W344
"Anselm, of Liège","Gesta episcoporum Tungrensium, Traiectensium et Leodiensium",W314,https://catalog.digitallatin.org/dll-work/W314
"Anselm, Saint, Archbishop of Canterbury",Cur deus homo,W3745,https://catalog.digitallatin.org/dll-work/W3745
"Anselm, Saint, Archbishop of Canterbury",De casu diaboli,W3753,https://catalog.digitallatin.org/dll-work/W3753
"Anselm, Saint, Archbishop of Canterbury",De conceptu uirginali et de originali peccato,W3731,https://catalog.digitallatin.org/dll-work/W3731
"Anselm, Saint, Archbishop of Canterbury",De concordia praescientiae et praedestinationis et gratiae dei cum libero arbitrio,W3703,https://catalog.digitallatin.org/dll-work/W3703
"Anselm, Saint, Archbishop of Canterbury",De grammatico,W3712,https://catalog.digitallatin.org/dll-work/W3712
"Anselm, Saint, Archbishop of Canterbury",De libertate arbitrii,W3719,https://catalog.digitallatin.org/dll-work/W3719
"Anselm, Saint, Archbishop of Canterbury",De processione spiritus sancti,W3751,https://catalog.digitallatin.org/dll-work/W3751
"Anselm, Saint, Archbishop of Canterbury",De ueritate,W3729,https://catalog.digitallatin.org/dll-work/W3729
"Anselm, Saint, Archbishop of Canterbury",Epistula de incarnatione uerbi,W3736,https://catalog.digitallatin.org/dll-work/W3736
"Anselm, Saint, Archbishop of Canterbury",Epistula de sacramentis ecclesiae,W3708,https://catalog.digitallatin.org/dll-work/W3708
"Anselm, Saint, Archbishop of Canterbury",Epistula de sacrificio azimi et fermentati,W3718,https://catalog.digitallatin.org/dll-work/W3718
"Anselm, Saint, Archbishop of Canterbury",Epistulae,W3748,https://catalog.digitallatin.org/dll-work/W3748
"Anselm, Saint, Archbishop of Canterbury",Fragmenta philosophica,W3756,https://catalog.digitallatin.org/dll-work/W3756
"Anselm, Saint, Archbishop of Canterbury",Monologion,W3733,https://catalog.digitallatin.org/dll-work/W3733
"Anselm, Saint, Archbishop of Canterbury",Orationes siue meditationes,W3705,https://catalog.digitallatin.org/dll-work/W3705
"Anselm, Saint, Archbishop of Canterbury",Proslogion,W3714,https://catalog.digitallatin.org/dll-work/W3714
"Anselmus, Peripateticus",Rhetorimachia,W1255,https://catalog.digitallatin.org/dll-work/W1255
"Ansgar, Saint, Archbishop of Hamburg and Bremen, approximately 801-865",Virtutes et miracula Willehadi episcopi Bremensis,W3274,https://catalog.digitallatin.org/dll-work/W3274
"Ansgar, Saint, Archbishop of Hamburg and Bremen, approximately 801-865",Vita Willehadi episcopi Bremensis,W3249,https://catalog.digitallatin.org/dll-work/W3249
Anthimus,De obseruatione ciborum epistula ad Theodericum regem Francorum,W2367,https://catalog.digitallatin.org/dll-work/W2367
"Antonino, of Piacenza, Saint",Itinerarium,W5218,https://catalog.digitallatin.org/dll-work/W5218
Antoninus Honoratus 437,Epistola Consolatoria Ad Arcadium,W1334,https://catalog.digitallatin.org/dll-work/W1334
"Antoninus Pius, Emperor of Rome, 86-161",Epist. ab Antonino Pio,W5057,https://catalog.digitallatin.org/dll-work/W5057
Antonius Iulianus 2nd century,De Iudaeis,W2068,https://catalog.digitallatin.org/dll-work/W2068
Antonius Musa,De herba uettonica (dub.),W2742,https://catalog.digitallatin.org/dll-work/W2742
"Antonius, M. (Marcus), 143 B.C.-87 B.C.",Orationes (Marcus Antonius),W473,https://catalog.digitallatin.org/dll-work/W473
"Antonius, Marcus, 83 B.C.?-30 B.C.",Epistulae,W2863,https://catalog.digitallatin.org/dll-work/W2863
"Antonius, Marcus, 83 B.C.?-30 B.C.",Orationes (Marcus Antonius triumvir),W2880,https://catalog.digitallatin.org/dll-work/W2880
"Antonius, Monk, 470",Vita Sancti Simeonis,W2577,https://catalog.digitallatin.org/dll-work/W2577
"Aphthonius, active 4th century-5th century",De metris Horatianis,W3710,https://catalog.digitallatin.org/dll-work/W3710
"Aphthonius, active 4th century-5th century",De metris omnibus,W3670,https://catalog.digitallatin.org/dll-work/W3670
Apicius,"Brevis Ciborum, excerpta",W5297,https://catalog.digitallatin.org/dll-work/W5297
Apicius,"Brevis Pimentorum, excerpta",W2382,https://catalog.digitallatin.org/dll-work/W2382
Apicius,De Re Coquinaria,W2387,https://catalog.digitallatin.org/dll-work/W2387
Appius Claudius Pulcher -48?,Grammatica?,W1984,https://catalog.digitallatin.org/dll-work/W1984
Apponius,In Canticum canticorum expositio,W600,https://catalog.digitallatin.org/dll-work/W600
"Apringius, Bishop of Beja",Tractatus in Apocalypsin fragmenta quae supersunt,W4382,https://catalog.digitallatin.org/dll-work/W4382
Aprissius,Fragmentum,W1855,https://catalog.digitallatin.org/dll-work/W1855
Apuleius,Anechomenos,W4060,https://catalog.digitallatin.org/dll-work/W4060
Apuleius,Apologia,W4035,https://catalog.digitallatin.org/dll-work/W4035
Apuleius,Asclepius (dub.),W4931,https://catalog.digitallatin.org/dll-work/W4931
Apuleius,Carmina,W4085,https://catalog.digitallatin.org/dll-work/W4085
Apuleius,De Deo Socratis,W4045,https://catalog.digitallatin.org/dll-work/W4045
Apuleius,"De deo Socratis, praef. (dub.)",W4049,https://catalog.digitallatin.org/dll-work/W4049
Apuleius,De Mundo,W4055,https://catalog.digitallatin.org/dll-work/W4055
Apuleius,De Platone et Eius Dogmate,W4032,https://catalog.digitallatin.org/dll-work/W4032
Apuleius,Florida,W4083,https://catalog.digitallatin.org/dll-work/W4083
Apuleius,Fragmenta,W4088,https://catalog.digitallatin.org/dll-work/W4088
Apuleius,Metamorphoses,W4047,https://catalog.digitallatin.org/dll-work/W4047
Apuleius,Peri hermeneias (De interpretatione),W4053,https://catalog.digitallatin.org/dll-work/W4053
Apuleius,Psyche et Cupido,W10632,https://catalog.digitallatin.org/dll-work/W10632
"Apuleius, Barbarus",Herbarius,W2662,https://catalog.digitallatin.org/dll-work/W2662
"Aquila, Romanus",De figuris sententiarum et elocutionis liber,W2485,https://catalog.digitallatin.org/dll-work/W2485
Aquilius,"Palliata, fragmenta",W1484,https://catalog.digitallatin.org/dll-work/W1484
"Aquilius Gallus, C. (Caius), active 1st century B.C.","Iurisprudentia, fragmenta (Gaius Aquilius Gallus)",W177,https://catalog.digitallatin.org/dll-work/W177
"Aquilius Niger, Quintus",Fragmenta,W3325,https://catalog.digitallatin.org/dll-work/W3325
"Arator, Subdiaconus",Epistola Ad Parthenium,W1245,https://catalog.digitallatin.org/dll-work/W1245
"Arator, Subdiaconus",Epistola Aratoris Ad Florianum,W1253,https://catalog.digitallatin.org/dll-work/W1253
"Arator, Subdiaconus",Epistola Ejusdem Ad Vigilium,W5097,https://catalog.digitallatin.org/dll-work/W5097
"Arator, Subdiaconus",Historia apostolica,W5099,https://catalog.digitallatin.org/dll-work/W5099
Arbonius Silo,carmen,W3637,https://catalog.digitallatin.org/dll-work/W3637
Arbonius Silo,Pantomimi,W3629,https://catalog.digitallatin.org/dll-work/W3629
Archipoeta,Carmina,W4063,https://catalog.digitallatin.org/dll-work/W4063
"Ariosto, Lodovico, 1474-1533",Lirica latina,W2773,https://catalog.digitallatin.org/dll-work/W2773
Aristotle,Oeconomica,W1,https://catalog.digitallatin.org/dll-work/W1
Aristotle,Secreti Secretorum,W22,https://catalog.digitallatin.org/dll-work/W22
"Arnobius, of Sicca",Aduersus nationes,W153,https://catalog.digitallatin.org/dll-work/W153
"Arnobius, the Younger",Annotationes in Quaedam Evangeliorum Loca,W2528,https://catalog.digitallatin.org/dll-work/W2528
"Arnobius, the Younger",Commentarii in Psalmos,W2523,https://catalog.digitallatin.org/dll-work/W2523
"Arnobius, the Younger",Conflictus cum Serapione,W2526,https://catalog.digitallatin.org/dll-work/W2526
"Arnobius, the Younger","Expositiunculae in Euangelium Iohannis euangelistae, Matthaei, et Lucae",W2527,https://catalog.digitallatin.org/dll-work/W2527
"Arnobius, the Younger",Liber ad Gregoriam in Palatio constitutam,W2552,https://catalog.digitallatin.org/dll-work/W2552
"Arnobius, the Younger",Praedestinatus,W2533,https://catalog.digitallatin.org/dll-work/W2533
"Arnold, of Lübeck, -1212",Chronica Slavorum,W3660,https://catalog.digitallatin.org/dll-work/W3660
"Arnold, von St. Emmeram",Libri II de Sancto Emmerammo,W3800,https://catalog.digitallatin.org/dll-work/W3800
"Arnulf I, Count of Flanders, approximately 900-965",Epistula ad Dunstanum archiepiscopum Cantuariensem,W5375,https://catalog.digitallatin.org/dll-work/W5375
"Arnulf, of Lisieux",Carmina,W2483,https://catalog.digitallatin.org/dll-work/W2483
"Arnulf, of Lisieux",Epistula ad Henricum legatum,W2480,https://catalog.digitallatin.org/dll-work/W2480
"Arnulf, of Milan",Liber gestorum recentium,W2726,https://catalog.digitallatin.org/dll-work/W2726
"Arrigo, da Settimello",Elegia,W2797,https://catalog.digitallatin.org/dll-work/W2797
"Arruntius, L. (Lucius)",Historiae Belli Punici,W5345,https://catalog.digitallatin.org/dll-work/W5345
